Gene Name	Gene Start (bp)	Gene End (bp)
AT1G48510	17934746	17936946
AT1G48530	17943242	17944315
AT1G48540	17945369	17950598
AT1G48550	17950569	17952743
AT1G48560	17952854	17955509
AT1G48570	17953870	17957719
AT1G48580	17957942	17960916
AT1G48590	17962520	17964465
AT1G48600	17965871	17969354
AT1G48610	17970611	17973402
AT1G48640	17986303	17989163
AT1G48650	17989131	17995339
AT1G48660	17995785	17998037
AT1G48670	17998795	18001289
AT1G48690	18008813	18010086
AT1G48700	18011035	18013257
AT1G48720	18017730	18018458
AT1G48725	18019274	18020642
AT1G48730	18020337	18022277
AT1G48740	18023378	18026097
AT1G48745	18030704	18031593
AT1G48750	18035967	18036510
AT1G48780	18041380	18042886
AT1G48800	18049810	18053152
AT1G48820	18055229	18059521
AT1G48830	18059450	18061302
AT1G48840	18061356	18065031
AT1G48850	18064905	18068154
AT1G48860	18068698	18071667
AT1G48870	18072123	18076405
AT1G48900	18084715	18087934
AT1G48912	18094900	18095046
AT1G48950	18106860	18110386
AT1G48953	18110814	18111463
AT1G48960	18112458	18113733
AT1G48970	18113714	18117833
AT1G48980	18118017	18120667
AT1G48990	18121434	18122155
AT1G49000	18123071	18124289
AT1G49050	18150466	18153364
AT1G49100	18166128	18170105
AT1G49110	18171563	18172450
AT1G49140	18176772	18179264
AT1G49150	18178479	18179228
AT1G49170	18183184	18184583
AT1G49180	18184654	18187529
AT1G49200	18198227	18199168
AT1G49205	18198298	18200366
AT1G49210	18201889	18202764
AT1G49240	18215800	18218339
AT1G49220	18205934	18206701
AT1G49225	18206312	18211390
AT1G49230	18209194	18210177
AT1G49270	18227122	18230330
AT1G49245	18218341	18219269
AT1G49250	18220533	18224325
AT1G49260	18225870	18226967
AT1G49290	18232407	18233680
AT1G49310	18237701	18238497
AT1G49330	18249866	18251038
AT1G49350	18264944	18267270
AT1G49360	18267231	18269465
AT1G49380	18276643	18279532
AT1G49390	18279559	18281122
AT1G49420	18287859	18288650
AT1G49450	18305445	18307557
AT1G49490	18317259	18320210
AT1G49500	18320490	18322505
AT1G49520	18329659	18332102
AT1G49560	18342451	18344452
AT1G49570	18346958	18349049
AT1G49580	18351324	18354634
AT1G49590	18354744	18356733
AT1G49610	18361679	18363192
AT2G04700	1646799	1649037
AT1G49640	18375538	18376806
AT1G49650	18377154	18378634
AT1G49680	18386867	18387166
AT1G49700	18388792	18390523
AT1G49715	18396744	18397454
AT1G49730	18402506	18405681
AT1G49740	18407400	18410022
AT1G49750	18410857	18413016
AT1G49830	18445111	18446772
AT1G49840	18451746	18454463
AT1G49870	18460158	18463791
AT1G49900	18473908	18477643
AT1G49920	18481584	18484393
AT1G49930	18484932	18485639
AT1G49940	18488127	18491769
AT1G49950	18494029	18497318
AT1G49960	18498639	18501886
AT1G49975	18504757	18506184
AT1G49980	18507922	18513340
AT1G49990	18513624	18515099
AT1G50000	18515059	18517290
AT1G50020	18519946	18521781
AT1G50010	18517586	18520000
AT1G50040	18542061	18544034
AT1G50050	18546086	18549046
AT1G50060	18551121	18552660
AT1G50080	18554001	18554276
AT1G50090	18554564	18556826
AT1G50110	18557984	18560391
AT1G50120	18561728	18566269
AT1G50140	18569686	18579182
AT1G50160	18581429	18581650
AT1G50180	18583964	18587136
AT1G50190	18588229	18590799
AT1G50220	18602958	18604826
AT1G50270	18622017	18624250
AT1G50280	18623698	18626441
AT1G50290	18627551	18628452
AT1G50310	18635955	18638449
AT1G50360	18649706	18657400
AT1G50380	18662266	18666515
AT1G50390	18666986	18667677
AT1G50400	18668010	18670576
AT1G50410	18672132	18677652
AT2G04740	1656982	1659710
AT1G50440	18685769	18687907
AT1G50450	18687785	18690503
AT1G50460	18693644	18697709
AT1G50470	18700000	18700444
AT1G50510	18716112	18719336
AT1G50530	18721212	18721729
AT1G50570	18726235	18728369
AT1G50600	18737063	18739649
AT1G50580	18730759	18732238
AT1G50620	18748241	18751338
AT1G50630	18751456	18753941
AT1G50650	18763640	18764367
AT1G50660	18770937	18774759
AT1G50670	18774805	18777030
AT1G50680	18777601	18778614
AT1G50690	18779606	18780693
AT1G50700	18781764	18784582
AT1G50720	18789127	18789687
AT1G50730	18795210	18802370
AT1G50732	18802552	18803755
AT1G50740	18807672	18809035
AT1G50750	18810603	18812050
AT1G50760	18814947	18815309
AT1G50770	18818459	18820503
AT1G50790	18823822	18826637
AT1G50820	18827706	18834861
AT1G50830	18835271	18838029
AT1G50870	18855147	18856337
AT1G50890	18862154	18866113
AT1G50910	18866753	18869933
AT1G50920	18870059	18872968
AT1G50930	18876810	18877844
AT1G50950	18880112	18884326
AT1G50960	18889473	18891838
AT1G50970	18896142	18900369
AT1G50980	18900541	18902057
AT1G51000	18909913	18910169
AT1G51010	18911389	18912001
AT1G51020	18913110	18913828
AT1G51030	18915134	18915596
AT1G51040	18920658	18923319
AT1G51055	18925212	18926315
AT1G51090	18932766	18934049
AT1G51110	18935301	18937665
AT1G51130	18939194	18941719
AT1G51140	18943447	18945812
AT1G51160	18949532	18951891
AT1G51190	18977176	18980618
AT1G51172	18963205	18965571
AT1G51200	18984281	18986653
AT1G51210	18987702	18989267
AT1G51230	18997026	18997434
AT1G51240	19000369	19000945
AT1G51250	19001424	19002215
AT1G51270	19007364	19011285
AT1G51290	19012173	19013306
AT1G51300	19014255	19016205
AT1G51310	19018941	19021808
AT1G51320	19025642	19026769
AT1G51330	19028841	19029844
AT1G51340	19030998	19035121
AT1G51350	19035644	19039398
AT1G51355	19041397	19042414
AT1G51370	19045059	19047518
AT1G51380	19047672	19050214
AT1G51400	19052023	19052582
AT1G51402	19052193	19053535
AT1G51405	19057472	19059766
AT1G51410	19059720	19061714
AT1G51450	19074328	19076545
AT1G51430	19068241	19069776
AT1G51440	19070798	19072753
AT1G51480	19090716	19093478
AT1G51500	19097712	19101265
AT1G51520	19106687	19109648
AT1G51530	19109854	19112157
AT1G51538	19113085	19115393
AT1G51540	19115557	19117534
AT1G51550	19117032	19119382
AT1G51560	19119606	19122038
AT1G51570	19122161	19125375
AT1G51580	19125583	19128161
AT1G51610	19136214	19139989
AT1G51620	19140130	19141926
AT1G51670	19156135	19158769
AT1G51710	19175609	19180195
AT1G51720	19180744	19186532
AT1G51730	19186488	19188805
AT1G51740	19188799	19191372
AT1G51745	19191466	19194908
AT1G51770	19201789	19203386
AT1G51790	19206615	19211971
AT1G51805	19220236	19225797
AT1G51810	19227074	19232359
AT1G51820	19237219	19241965
AT1G51823	19242294	19242437
AT1G51830	19242654	19246154
AT1G51840	19249401	19250863
AT1G51850	19252811	19256927
AT1G51860	19257403	19261794
AT1G51870	19262698	19267167
AT1G51890	19274604	19278798
AT2G04750	1659762	1662748
AT1G51900	19279806	19282895
AT1G51910	19284270	19288385
AT1G51913	19292909	19293339
AT1G51915	19293478	19294117
AT1G51920	19294184	19294612
AT1G51930	19294838	19295236
AT1G51970	19314542	19314916
AT1G51980	19323055	19326918
AT1G51990	19330949	19332667
AT1G52000	19333088	19336135
AT1G52050	19354919	19356901
AT1G52060	19358800	19360822
AT1G52070	19364809	19366925
AT1G52100	19383078	19385602
AT1G52110	19386709	19389740
AT1G52120	19396081	19398244
AT1G52130	19400510	19402789
AT1G52140	19407259	19408319
AT1G52150	19409688	19414764
AT1G52155	19417434	19419874
AT1G52180	19424944	19425928
AT1G52190	19434480	19439031
AT1G52191	19439367	19441724
AT1G52200	19441636	19443631
AT1G52220	19453435	19454765
AT1G52245	19458612	19459763
AT1G52270	19463675	19464434
AT1G52300	19474898	19476234
AT1G52310	19478066	19481154
AT1G52315	19481046	19482863
AT1G52320	19484221	19487997
AT1G52325	19487793	19488418
AT1G52330	19488755	19489914
AT1G52360	19499146	19506309
AT1G52370	19506356	19508934
AT1G52380	19508938	19511641
AT1G52400	19514989	19518411
AT1G52390	19511968	19512279
AT1G52415	19526153	19526888
AT1G52420	19527822	19531443
AT1G52430	19531350	19536422
AT1G52440	19538821	19540907
AT1G52450	19541577	19546357
AT1G52460	19549331	19551282
AT1G52470	19553213	19555543
AT1G52490	19556218	19556945
AT1G52495	19558499	19559143
AT1G52510	19561510	19565272
AT1G52530	19568588	19570058
AT1G52540	19570058	19572204
AT1G52550	19572755	19574059
AT1G52570	19583617	19587531
AT1G52560	19574538	19575866
AT1G52590	19589009	19590281
AT1G52600	19590434	19592731
AT1G52603	19595751	19596295
AT1G52618	19603147	19603743
AT1G52620	19603796	19606287
AT1G52630	19606335	19608648
AT1G52640	19608709	19610452
AT1G52650	19610856	19612417
AT1G52670	19614931	19617611
AT1G52695	19621238	19623461
AT1G52700	19630884	19634051
AT1G52710	19638285	19640512
AT1G52720	19640525	19641665
AT1G52730	19642452	19645211
AT1G52750	19646465	19649340
AT1G52770	19655831	19657795
AT1G52780	19658614	19662186
AT1G52810	19667127	19668237
AT1G52820	19669005	19670427
AT1G52855	19682773	19683565
AT1G52857	19681209	19681787
AT1G52870	19685545	19688028
AT1G52930	19711179	19713308
AT1G52950	19725483	19728035
AT1G52990	19740400	19743449
AT1G53000	19744948	19747804
AT1G53010	19747847	19748383
AT1G53023	19754214	19755843
AT1G53025	19756445	19759700
AT1G53030	19760001	19761496
AT1G53035	19761550	19762561
AT1G53040	19764245	19767507
AT1G53050	19771916	19775817
AT1G53060	19775923	19777030
AT1G53100	19786900	19789150
AT1G53110	19790142	19792589
AT1G53120	19792751	19794778
AT1G53163	19812087	19813290
AT1G53190	19837110	19840370
AT1G53200	19840368	19843499
AT1G53210	19844450	19847856
AT1G53250	19857351	19859275
AT1G53260	19859267	19860976
AT1G53265	19861098	19861475
AT1G53282	19867930	19868335
AT1G53285	19869560	19870095
AT1G53290	19871116	19873727
AT1G53325	19895227	19895733
AT1G53330	19895967	19898360
AT1G53340	19898849	19901091
AT1G53350	19903777	19907068
AT1G53360	19907179	19908548
AT1G53366	19909840	19909977
AT1G53380	19912990	19916686
AT1G53400	19924660	19926631
AT1G53420	19926626	19931494
AT1G53430	19934987	19941185
AT1G53440	19945869	19951562
AT1G53450	19951006	19954325
AT1G53460	19954390	19956915
AT1G53530	19978101	19980125
AT1G53540	19980299	19981199
AT1G53541	19981385	19981495
AT1G53542	19981628	19981813
AT1G53550	19983411	19984637
AT1G53600	20001236	20004055
AT1G53610	20008996	20009320
AT1G53620	20011429	20011972
AT1G53625	20014379	20015038
AT1G53633	20017389	20017932
AT1G53635	20019287	20019835
AT1G53640	20020885	20025541
AT1G53645	20026016	20028756
AT1G53655	20032703	20033724
AT1G53660	20033885	20036189
AT1G53705	20050475	20051451
AT1G53710	20053161	20056396
AT1G53760	20068965	20071171
AT1G53770	20071251	20073863
AT1G53780	20073989	20079022
AT1G53790	20079081	20081464
AT1G53800	20081644	20084551
AT1G53815	20090249	20090962
AT1G53820	20091491	20092423
AT1G53850	20103756	20106077
AT1G53840	20101299	20103690
AT1G53860	20107017	20109665
AT1G53870	20112141	20113960
AT1G53875	20114920	20115845
AT1G53880	20115874	20118434
AT1G53885	20119506	20120480
AT1G53887	20122332	20123140
AT1G53890	20124706	20126525
AT1G53900	20127545	20131050
AT1G53903	20132071	20133045
AT1G53930	20140279	20140887
AT1G53935	20142065	20142866
AT1G54000	20154154	20156520
AT1G53945	20146393	20146813
AT1G53950	20147503	20148068
AT1G53970	20148419	20149749
AT1G54010	20158589	20160864
AT1G54020	20161555	20163750
AT1G54030	20167597	20169684
AT1G54050	20179357	20180566
AT1G54070	20182581	20183505
AT1G54090	20189472	20191900
AT1G54095	20192768	20194099
AT1G54110	20199310	20201787
AT1G54160	20217336	20219452
AT1G54220	20246026	20250345
AT1G54230	20250518	20252365
AT1G54260	20256936	20259417
AT1G54280	20262468	20267859
AT1G54290	20268474	20270140
AT1G54310	20273567	20275574
AT1G54320	20275534	20277981
AT1G54340	20283326	20286786
AT1G54380	20297805	20300979
AT1G54385	20301072	20303949
AT1G54400	20307572	20308846
AT1G54410	20309473	20310850
AT1G54420	20311619	20312418
AT1G54440	20322964	20328238
AT1G54445	20332149	20332970
AT1G54450	20336203	20339769
AT1G54460	20340572	20343554
AT1G54475	20348397	20349032
AT1G54500	20356954	20357879
AT1G54520	20363393	20366123
AT1G54530	20366313	20367117
AT1G54575	20386809	20387710
AT1G54590	20391560	20393503
AT1G54610	20393664	20397295
AT1G54620	20400211	20401025
AT1G54650	20405467	20407753
AT1G54680	20413012	20414574
AT1G54710	20416770	20421156
AT1G54700	20415898	20416145
AT1G54720	20422831	20423754
AT1G54730	20424332	20430194
AT1G54740	20430769	20431986
AT1G54770	20434550	20436453
AT1G54773	20436502	20436785
AT1G54775	20437784	20438014
AT1G54790	20440979	20444066
AT1G54820	20447157	20450916
AT1G54840	20452593	20454266
AT1G54890	20462940	20464697
AT1G54920	20470678	20475193
AT1G54930	20478030	20479769
AT1G54950	20488088	20491291
AT1G54953	20495106	20495432
AT1G54957	20497904	20498468
AT1G54980	20507375	20508355
AT1G55020	20525654	20530468
AT1G55000	20514634	20516558
AT1G55030	20530417	20532151
AT1G55040	20534874	20539189
AT1G55050	20541837	20545861
AT1G55070	20551452	20552633
AT1G55090	20554352	20558529
AT1G55110	20560258	20563269
AT1G55140	20572405	20574382
AT1G55152	20577424	20578308
AT1G55160	20577377	20580010
AT1G55170	20580274	20581975
AT1G55200	20589129	20593000
AT1G55175	20582965	20584859
AT1G55205	20594443	20596034
AT1G55207	20595969	20596498
AT1G55210	20597734	20598768
AT1G55250	20606953	20612649
AT1G55260	20614573	20616466
AT1G55265	20617313	20618005
AT1G55270	20617954	20620146
AT1G55280	20622930	20624794
AT1G55290	20626029	20627513
AT1G55335	20648469	20648832
AT1G55350	20653740	20665110
AT1G55340	20651814	20653764
AT1G55360	20666180	20668817
AT1G55365	20673455	20674503
AT1G55380	20676504	20678607
AT1G55390	20680876	20683143
AT1G55430	20697392	20699687
AT1G55440	20701363	20703460
AT1G55450	20704915	20707071
AT1G55475	20711465	20713560
AT1G55510	20723279	20725747
AT1G55530	20729125	20731356
AT1G55535	20731589	20734066
AT1G55540	20734446	20743188
AT1G55546	20743828	20745109
AT1G55550	20748639	20753079
AT1G55580	20763844	20765823
AT1G55590	20769300	20771880
AT1G55630	20791635	20793581
AT1G55650	20796340	20798594
AT1G55675	20803661	20804574
AT1G55680	20804592	20807940
AT1G55660	20800694	20802377
AT1G55673	20802971	20803449
AT1G55690	20808199	20813061
AT1G55700	20821591	20823640
AT1G55710	20825924	20826142
AT1G55750	20840091	20845899
AT1G55755	20846115	20847732
AT1G55760	20846872	20849054
AT1G55770	20850977	20851664
AT1G55775	20852491	20853395
AT1G55790	20853872	20856122
AT1G55805	20858610	20859483
AT1G55820	20864339	20867761
AT1G55830	20867559	20870338
AT1G55840	20873425	20876346
AT1G55865	20893943	20895393
AT1G55880	20898793	20901247
AT1G55890	20901243	20902800
AT1G55915	20907477	20910911
AT1G55917	20911125	20912277
AT1G55930	20918683	20922786
AT1G55945	20923651	20924243
AT1G55947	20925041	20925619
AT1G55950	20926717	20927545
AT1G55960	20927643	20930209
AT1G55980	20938899	20941884
AT1G55990	20942487	20942951
AT1G56000	20944136	20946718
AT1G56020	20951856	20953595
AT1G56030	20957098	20958550
AT1G56045	20962570	20963546
AT1G56050	20963686	20966341
AT1G56060	20966528	20967180
AT1G56080	20974161	20976372
AT1G56085	20976515	20977561
AT1G56090	20977541	20979448
AT1G56100	20980369	20984115
AT1G56105	20983737	20984402
AT1G56120	20987128	20993572
AT1G56130	20994746	21001013
AT1G56140	21001269	21007855
AT1G56145	21008057	21014095
AT1G56150	21017311	21018122
AT1G56180	21024486	21028066
AT1G56190	21028137	21030684
AT1G56210	21035590	21037285
AT1G56220	21042951	21044998
AT1G56225	21044756	21045708
AT1G56230	21045993	21049241
AT1G56233	21050540	21051017
AT1G56280	21072855	21074877
AT1G56290	21075262	21078797
AT1G56300	21078023	21080423
AT1G56310	21082490	21085651
AT1G56320	21085548	21086499
AT1G56345	21092993	21094518
AT1G56350	21094743	21098047
AT1G56380	21101327	21102701
AT1G56385	21106245	21106797
AT1G56415	21119816	21120415
AT1G56418	21122030	21122536
AT1G56420	21122551	21124491
AT1G56423	21128912	21130939
AT1G56460	21146236	21149805
AT1G56500	21159736	21167341
AT1G56520	21174609	21179077
AT1G56530	21179237	21180888
AT1G56540	21181585	21185495
AT1G56553	21189705	21190192
AT1G56555	21191121	21192217
AT1G56610	21211719	21214562
AT1G56620	21219806	21220413
AT1G56630	21223406	21227112
AT1G56660	21237839	21241014
AT1G56670	21241579	21244207
AT1G56690	21253686	21256048
AT1G56700	21256025	21257973
AT1G56710	21257728	21259974
AT1G56720	21263344	21266469
AT1G57540	21309895	21311521
AT1G57550	21312257	21312919
AT1G57570	21320915	21324637
AT1G57580	21325079	21326252
AT1G57590	21327360	21329944
AT1G57600	21330017	21334790
AT1G57610	21337125	21339034
AT1G57613	21340183	21340716
AT1G57620	21342627	21344804
AT1G57630	21345445	21346157
AT1G57650	21351166	21354311
AT1G57660	21355475	21356637
AT1G57670	21357169	21359872
AT1G57690	21366721	21368150
AT1G57700	21370587	21374226
AT1G57720	21377320	21380382
AT1G57730	21380765	21381461
AT1G57760	21390003	21390565
AT1G57770	21395096	21398300
AT1G57775	21399618	21400150
AT1G57777	21401235	21401798
AT1G57780	21403000	21404338
AT1G57830	21420244	21420803
AT1G57850	21425481	21428078
AT1G57860	21429826	21430910
AT1G57906	21435427	21436810
AT1G57980	21439206	21440847
AT1G58025	21457667	21462243
AT1G58037	21472554	21474602
AT1G58050	21478590	21487839
AT1G58055	21488716	21489132
AT1G58060	21489284	21501890
AT1G58070	21502905	21504078
AT1G58090	21510510	21511625
AT1G58110	21515405	21518270
AT1G58120	21520401	21522457
AT1G58150	21530103	21530458
AT2G04810	1688773	1689966
AT1G58200	21548140	21553266
AT1G58215	21554927	21558187
AT1G58220	21558243	21562966
AT1G58223	21558383	21559933
AT1G58225	21564111	21565261
AT1G58230	21566057	21579159
AT1G58235	21579622	21581165
AT1G58242	21581964	21582370
AT1G58245	21584252	21584524
AT1G58248	21586036	21586311
AT1G58265	21610909	21611388
AT1G58280	21620278	21622611
AT1G58310	21631947	21633642
AT1G58350	21662891	21667629
AT2G04842	1697902	1701438
AT1G58370	21684263	21688359
AT1G58390	21690642	21694447
AT1G58400	21695699	21699695
AT1G58410	21701185	21704982
AT1G58420	21707175	21708125
AT1G58520	21729913	21738808
AT1G58525	21729913	21731344
AT1G58602	21746354	21766048
AT1G58643	21766847	21769657
AT1G58684	21769674	21771303
AT1G58766	21774381	21776765
AT1G58807	21780076	21784581
AT1G58848	21791688	21797050
AT1G58936	21803600	21805714
AT1G59312	21839363	21842173
AT1G58983	21805932	21807496
AT1G59077	21810644	21813023
AT1G59124	21816334	21820839
AT1G59171	21821024	21822713
AT1G59218	21827945	21833018
AT1G59359	21842190	21843819
AT1G59406	21844352	21846019
AT1G59540	21874012	21879570
AT1G59560	21881534	21883806
AT1G59550	21879649	21880788
AT1G59580	21884018	21886051
AT1G59620	21902264	21905717
AT1G59630	21907177	21907955
AT1G59660	21923986	21929437
AT1G59690	21935310	21935820
AT1G59710	21938367	21940184
AT1G59722	21944689	21945221
AT1G59723	21945608	21946151
AT1G59725	21950503	21952491
AT1G59740	21967986	21972503
AT1G59780	21993220	21999632
AT1G59790	22001504	22003575
AT1G59800	22004964	22006172
AT1G59833	22023337	22023714
AT1G59835	22024945	22025421
AT1G59840	22026462	22029379
AT1G59850	22028509	22030261
AT1G59865	22032313	22033297
AT1G59890	22043643	22051114
AT1G59885	22042308	22042815
AT1G59910	22053863	22057268
AT1G59920	22059424	22059842
AT1G59930	22060924	22061516
AT1G59950	22068033	22070588
AT1G59960	22071217	22073267
AT1G59980	22080689	22086845
AT1G60000	22093353	22094802
AT1G60010	22095285	22096620
AT1G60030	22113671	22117018
AT1G60060	22139170	22141815
AT1G60070	22142604	22149527
AT1G60080	22152230	22154643
AT1G60095	22159694	22162426
AT1G60110	22168424	22170803
AT1G60140	22176934	22181740
AT1G60130	22173937	22176343
AT1G60160	22188030	22191543
AT1G60200	22200694	22205400
AT1G60230	22212084	22214431
AT1G60240	22215168	22216329
AT1G60300	22229780	22230748
AT1G60420	22261754	22264408
AT1G60320	22235091	22235606
AT1G60370	22244963	22245814
AT1G60380	22246455	22247411
AT1G60460	22275484	22279007
AT1G60490	22285572	22290389
AT1G60560	22308478	22311377
AT2G04850	1704111	1705778
AT1G60570	22311836	22312981
AT1G60590	22314089	22317070
AT1G60610	22327792	22330318
AT1G60630	22334540	22336994
AT1G60640	22337253	22339736
AT1G60670	22343585	22347624
AT1G60680	22347622	22349317
AT1G60690	22349759	22351780
AT1G60700	22351804	22354517
AT1G60720	22356860	22357941
AT1G60730	22357976	22360277
AT1G60740	22360977	22362003
