chr	source	type	start	end	score	strand	phase	attributes	Gene	te_dist
Chr1	TAIR10	gene	637214	638677	.	-	.	ID=AT1G02870;Note=protein_coding_gene;Name=AT1G02870	AT1G02870	223
Chr1	TAIR10	gene	642752	644903	.	-	.	ID=AT1G02880;Note=protein_coding_gene;Name=AT1G02880	AT1G02880	1332
Chr1	TAIR10	gene	645092	651907	.	-	.	ID=AT1G02890;Note=protein_coding_gene;Name=AT1G02890	AT1G02890	3672
Chr1	TAIR10	gene	653765	654343	.	-	.	ID=AT1G02900;Note=protein_coding_gene;Name=AT1G02900	AT1G02900	10040
Chr1	TAIR10	gene	655577	658148	.	-	.	ID=AT1G02910;Note=protein_coding_gene;Name=AT1G02910	AT1G02910	6235
Chr1	TAIR10	gene	658657	659771	.	-	.	ID=AT1G02920;Note=protein_coding_gene;Name=AT1G02920	AT1G02920	4612
Chr1	TAIR10	gene	661177	662456	.	-	.	ID=AT1G02930;Note=protein_coding_gene;Name=AT1G02930	AT1G02930	1927
Chr1	TAIR10	gene	663079	664128	.	-	.	ID=AT1G02940;Note=protein_coding_gene;Name=AT1G02940	AT1G02940	255
Chr1	TAIR10	gene	665152	666452	.	-	.	ID=AT1G02950;Note=protein_coding_gene;Name=AT1G02950	AT1G02950	247
Chr1	TAIR10	gene	665354	666367	.	+	.	ID=AT1G02952;Note=other_RNA;Name=AT1G02952	AT1G02952	449
Chr1	TAIR10	gene	666872	669837	.	-	.	ID=AT1G02960;Note=protein_coding_gene;Name=AT1G02960	AT1G02960	30
Chr1	TAIR10	gene	671661	672814	.	-	.	ID=AT1G02965;Note=protein_coding_gene;Name=AT1G02965	AT1G02965	0
Chr1	TAIR10	gene	673306	676378	.	+	.	ID=AT1G02970;Note=protein_coding_gene;Name=AT1G02970	AT1G02970	117
Chr1	TAIR10	gene	677869	681310	.	+	.	ID=AT1G02980;Note=protein_coding_gene;Name=AT1G02980	AT1G02980	579
Chr1	TAIR10	gene	681396	687315	.	-	.	ID=AT1G02990;Note=protein_coding_gene;Name=AT1G02990	AT1G02990	4106
Chr1	TAIR10	gene	687890	692560	.	-	.	ID=AT1G03000;Note=protein_coding_gene;Name=AT1G03000	AT1G03000	3799
Chr1	TAIR10	gene	693480	696382	.	+	.	ID=AT1G03010;Note=protein_coding_gene;Name=AT1G03010	AT1G03010	0
Chr1	TAIR10	gene	698207	698515	.	-	.	ID=AT1G03020;Note=protein_coding_gene;Name=AT1G03020	AT1G03020	119
Chr1	TAIR10	gene	699121	699246	.	+	.	ID=AT1G03022;Note=protein_coding_gene;Name=AT1G03022	AT1G03022	1033
Chr1	TAIR10	gene	701478	703864	.	+	.	ID=AT1G03030;Note=protein_coding_gene;Name=AT1G03030	AT1G03030	3390
Chr1	TAIR10	gene	703906	706631	.	-	.	ID=AT1G03040;Note=protein_coding_gene;Name=AT1G03040	AT1G03040	5818
Chr1	TAIR10	gene	707726	710041	.	+	.	ID=AT1G03050;Note=protein_coding_gene;Name=AT1G03050	AT1G03050	9638
Chr1	TAIR10	gene	710018	711803	.	-	.	ID=AT1G03055;Note=protein_coding_gene;Name=AT1G03055	AT1G03055	11930
Chr1	TAIR10	gene	712473	726891	.	-	.	ID=AT1G03060;Note=protein_coding_gene;Name=AT1G03060	AT1G03060	0
Chr1	TAIR10	gene	729901	731557	.	+	.	ID=AT1G03070;Note=protein_coding_gene;Name=AT1G03070	AT1G03070	634
Chr1	TAIR10	gene	731611	738056	.	-	.	ID=AT1G03080;Note=protein_coding_gene;Name=AT1G03080	AT1G03080	2344
Chr1	TAIR10	gene	739679	744184	.	+	.	ID=AT1G03090;Note=protein_coding_gene;Name=AT1G03090	AT1G03090	10412
Chr1	TAIR10	gene	743885	746479	.	-	.	ID=AT1G03100;Note=protein_coding_gene;Name=AT1G03100	AT1G03100	11931
Chr1	TAIR10	gene	747197	748057	.	+	.	ID=AT1G03103;Note=protein_coding_gene;Name=AT1G03103	AT1G03103	10353
Chr1	TAIR10	gene	748102	749034	.	-	.	ID=AT1G03106;Note=protein_coding_gene;Name=AT1G03106	AT1G03106	9376
Chr1	TAIR10	gene	749246	751963	.	+	.	ID=AT1G03110;Note=protein_coding_gene;Name=AT1G03110	AT1G03110	6447
Chr1	TAIR10	gene	752271	753140	.	+	.	ID=AT1G03120;Note=protein_coding_gene;Name=AT1G03120	AT1G03120	5270
Chr1	TAIR10	gene	753307	754198	.	-	.	ID=AT1G03130;Note=protein_coding_gene;Name=AT1G03130	AT1G03130	4212
Chr1	TAIR10	gene	754371	756303	.	-	.	ID=AT1G03140;Note=protein_coding_gene;Name=AT1G03140	AT1G03140	2107
Chr1	TAIR10	gene	756414	758612	.	+	.	ID=AT1G03150;Note=protein_coding_gene;Name=AT1G03150	AT1G03150	0
Chr1	TAIR10	gene	761282	766158	.	+	.	ID=AT1G03160;Note=protein_coding_gene;Name=AT1G03160	AT1G03160	622
Chr1	TAIR10	gene	769632	770684	.	+	.	ID=AT1G03170;Note=protein_coding_gene;Name=AT1G03170	AT1G03170	8972
Chr1	TAIR10	gene	773411	775344	.	+	.	ID=AT1G03180;Note=protein_coding_gene;Name=AT1G03180	AT1G03180	5850
Chr1	TAIR10	gene	775527	780062	.	+	.	ID=AT1G03190;Note=protein_coding_gene;Name=AT1G03190	AT1G03190	1132
Chr1	TAIR10	gene	780602	781285	.	+	.	ID=AT1G03200;Note=protein_coding_gene;Name=AT1G03200	AT1G03200	0
Chr1	TAIR10	gene	782948	784240	.	+	.	ID=AT1G03210;Note=protein_coding_gene;Name=AT1G03210	AT1G03210	0
Chr1	TAIR10	gene	787122	788651	.	+	.	ID=AT1G03220;Note=protein_coding_gene;Name=AT1G03220	AT1G03220	1643
Chr1	TAIR10	gene	790091	791592	.	+	.	ID=AT1G03230;Note=protein_coding_gene;Name=AT1G03230	AT1G03230	4612
Chr1	TAIR10	gene	792222	792986	.	-	.	ID=AT1G03240;Note=protein_coding_gene;Name=AT1G03240	AT1G03240	6743
Chr1	TAIR10	gene	793353	795376	.	-	.	ID=AT1G03250;Note=protein_coding_gene;Name=AT1G03250	AT1G03250	7874
Chr1	TAIR10	gene	795532	798463	.	-	.	ID=AT1G03260;Note=protein_coding_gene;Name=AT1G03260	AT1G03260	10053
Chr1	TAIR10	gene	799191	802436	.	+	.	ID=AT1G03270;Note=protein_coding_gene;Name=AT1G03270	AT1G03270	13712
Chr1	TAIR10	gene	803035	807066	.	+	.	ID=AT1G03280;Note=protein_coding_gene;Name=AT1G03280	AT1G03280	14657
Chr1	TAIR10	gene	807361	810868	.	+	.	ID=AT1G03290;Note=protein_coding_gene;Name=AT1G03290	AT1G03290	10855
Chr1	TAIR10	gene	811033	813086	.	-	.	ID=AT1G03300;Note=protein_coding_gene;Name=AT1G03300	AT1G03300	8637
Chr1	TAIR10	gene	813471	816749	.	+	.	ID=AT1G03310;Note=protein_coding_gene;Name=AT1G03310	AT1G03310	4974
Chr1	TAIR10	gene	817027	817767	.	+	.	ID=AT1G03320;Note=protein_coding_gene;Name=AT1G03320	AT1G03320	3956
Chr1	TAIR10	gene	817983	819563	.	-	.	ID=AT1G03330;Note=protein_coding_gene;Name=AT1G03330	AT1G03330	2160
Chr1	TAIR10	gene	819662	821317	.	+	.	ID=AT1G03340;Note=protein_coding_gene;Name=AT1G03340	AT1G03340	406
Chr1	TAIR10	gene	822638	824393	.	-	.	ID=AT1G03350;Note=protein_coding_gene;Name=AT1G03350	AT1G03350	11
Chr1	TAIR10	gene	824537	826358	.	+	.	ID=AT1G03360;Note=protein_coding_gene;Name=AT1G03360	AT1G03360	1910
Chr1	TAIR10	gene	826569	830383	.	+	.	ID=AT1G03365;Note=protein_coding_gene;Name=AT1G03365	AT1G03365	3942
Chr1	TAIR10	gene	830627	835361	.	+	.	ID=AT1G03370;Note=protein_coding_gene;Name=AT1G03370	AT1G03370	8000
Chr1	TAIR10	gene	835785	840940	.	+	.	ID=AT1G03380;Note=protein_coding_gene;Name=AT1G03380	AT1G03380	5724
Chr1	TAIR10	gene	841033	842418	.	-	.	ID=AT1G03390;Note=protein_coding_gene;Name=AT1G03390	AT1G03390	4246
Chr1	TAIR10	gene	842747	844190	.	-	.	ID=AT1G03400;Note=protein_coding_gene;Name=AT1G03400	AT1G03400	2474
Chr1	TAIR10	gene	844436	847683	.	-	.	ID=AT1G03410;Note=protein_coding_gene;Name=AT1G03410	AT1G03410	0
Chr1	TAIR10	gene	847873	849500	.	+	.	ID=AT1G03430;Note=protein_coding_gene;Name=AT1G03430	AT1G03430	134
Chr1	TAIR10	gene	852366	854032	.	+	.	ID=AT1G03440;Note=protein_coding_gene;Name=AT1G03440	AT1G03440	4627
Chr1	TAIR10	gene	854410	859701	.	-	.	ID=AT1G03445;Note=protein_coding_gene;Name=AT1G03445	AT1G03445	6671
Chr1	TAIR10	gene	860788	864125	.	-	.	ID=AT1G03457;Note=protein_coding_gene;Name=AT1G03457	AT1G03457	13049
Chr1	TAIR10	gene	865915	867733	.	-	.	ID=AT1G03470;Note=protein_coding_gene;Name=AT1G03470	AT1G03470	14597
Chr1	TAIR10	gene	869051	871211	.	-	.	ID=AT1G03475;Note=protein_coding_gene;Name=AT1G03475	AT1G03475	11119
Chr1	TAIR10	gene	871874	872906	.	+	.	ID=AT1G03490;Note=protein_coding_gene;Name=AT1G03490	AT1G03490	9424
Chr1	TAIR10	gene	873184	874935	.	+	.	ID=AT1G03495;Note=protein_coding_gene;Name=AT1G03495	AT1G03495	7395
Chr1	TAIR10	gene	875358	875471	.	-	.	ID=AT1G03502;Note=snoRNA;Name=AT1G03502	AT1G03502	6859
Chr1	TAIR10	gene	875518	875604	.	-	.	ID=AT1G03506;Note=snoRNA;Name=AT1G03506	AT1G03506	6726
Chr1	TAIR10	gene	876258	877547	.	-	.	ID=AT1G03510;Note=protein_coding_gene;Name=AT1G03510	AT1G03510	4783
Chr1	TAIR10	gene	877648	877719	.	+	.	ID=AT1G03515;Note=tRNA;Name=AT1G03515	AT1G03515	4611
Chr1	TAIR10	gene	877862	880158	.	-	.	ID=AT1G03520;Note=protein_coding_gene;Name=AT1G03520	AT1G03520	2172
Chr1	TAIR10	gene	880496	883391	.	-	.	ID=AT1G03530;Note=protein_coding_gene;Name=AT1G03530	AT1G03530	0
Chr1	TAIR10	gene	883782	885611	.	+	.	ID=AT1G03540;Note=protein_coding_gene;Name=AT1G03540	AT1G03540	1228
Chr1	TAIR10	gene	885941	887906	.	+	.	ID=AT1G03545;Note=other_RNA;Name=AT1G03545	AT1G03545	3387
Chr1	TAIR10	gene	885623	887956	.	-	.	ID=AT1G03550;Note=protein_coding_gene;Name=AT1G03550	AT1G03550	3069
Chr1	TAIR10	gene	890156	892410	.	-	.	ID=AT1G03560;Note=protein_coding_gene;Name=AT1G03560	AT1G03560	7602
Chr1	TAIR10	gene	892514	892585	.	+	.	ID=AT1G03570;Note=tRNA;Name=AT1G03570	AT1G03570	9960
Chr1	TAIR10	gene	894254	897518	.	-	.	ID=AT1G03590;Note=protein_coding_gene;Name=AT1G03590	AT1G03590	5529
Chr1	TAIR10	gene	898876	899655	.	+	.	ID=AT1G03600;Note=protein_coding_gene;Name=AT1G03600	AT1G03600	3392
Chr1	TAIR10	gene	900887	903003	.	+	.	ID=AT1G03610;Note=protein_coding_gene;Name=AT1G03610	AT1G03610	44
Chr1	TAIR10	gene	904319	906186	.	-	.	ID=AT1G03620;Note=protein_coding_gene;Name=AT1G03620	AT1G03620	845
Chr1	TAIR10	gene	907642	909376	.	+	.	ID=AT1G03630;Note=protein_coding_gene;Name=AT1G03630	AT1G03630	2963
Chr1	TAIR10	gene	909811	909883	.	-	.	ID=AT1G03640;Note=tRNA;Name=AT1G03640	AT1G03640	2456
Chr1	TAIR10	gene	910023	911193	.	-	.	ID=AT1G03650;Note=protein_coding_gene;Name=AT1G03650	AT1G03650	1146
Chr1	TAIR10	gene	911436	911759	.	-	.	ID=AT1G03660;Note=protein_coding_gene;Name=AT1G03660	AT1G03660	580
Chr1	TAIR10	gene	914222	916222	.	-	.	ID=AT1G03670;Note=protein_coding_gene;Name=AT1G03670	AT1G03670	877
Chr1	TAIR10	gene	916819	918064	.	-	.	ID=AT1G03680;Note=protein_coding_gene;Name=AT1G03680	AT1G03680	3474
Chr1	TAIR10	gene	918299	920507	.	+	.	ID=AT1G03687;Note=protein_coding_gene;Name=AT1G03687	AT1G03687	1323
Chr1	TAIR10	gene	920950	921901	.	+	.	ID=AT1G03700;Note=protein_coding_gene;Name=AT1G03700	AT1G03700	0
Chr1	TAIR10	gene	923426	924726	.	+	.	ID=AT1G03710;Note=protein_coding_gene;Name=AT1G03710	AT1G03710	63
Chr1	TAIR10	gene	924996	926373	.	-	.	ID=AT1G03720;Note=protein_coding_gene;Name=AT1G03720	AT1G03720	1633
Chr1	TAIR10	gene	930828	931895	.	-	.	ID=AT1G03730;Note=protein_coding_gene;Name=AT1G03730	AT1G03730	2989
Chr1	TAIR10	gene	933512	937043	.	+	.	ID=AT1G03740;Note=protein_coding_gene;Name=AT1G03740	AT1G03740	0
Chr1	TAIR10	gene	937207	937287	.	-	.	ID=AT1G03743;Note=snoRNA;Name=AT1G03743	AT1G03743	1856
Chr1	TAIR10	gene	937401	937485	.	-	.	ID=AT1G03746;Note=snoRNA;Name=AT1G03746	AT1G03746	2050
Chr1	TAIR10	gene	937920	941162	.	+	.	ID=AT1G03750;Note=protein_coding_gene;Name=AT1G03750	AT1G03750	2569
Chr1	TAIR10	gene	941062	943377	.	-	.	ID=AT1G03760;Note=protein_coding_gene;Name=AT1G03760	AT1G03760	388
Chr1	TAIR10	gene	944572	947483	.	+	.	ID=AT1G03770;Note=protein_coding_gene;Name=AT1G03770	AT1G03770	396
Chr1	TAIR10	gene	947520	951827	.	-	.	ID=AT1G03780;Note=protein_coding_gene;Name=AT1G03780	AT1G03780	3344
Chr1	TAIR10	gene	954525	956097	.	+	.	ID=AT1G03790;Note=protein_coding_gene;Name=AT1G03790	AT1G03790	10349
Chr1	TAIR10	gene	957261	957998	.	-	.	ID=AT1G03800;Note=protein_coding_gene;Name=AT1G03800	AT1G03800	13085
Chr1	TAIR10	gene	958759	959609	.	+	.	ID=AT1G03810;Note=protein_coding_gene;Name=AT1G03810	AT1G03810	12330
Chr1	TAIR10	gene	959869	960728	.	-	.	ID=AT1G03820;Note=protein_coding_gene;Name=AT1G03820	AT1G03820	11211
Chr1	TAIR10	gene	962016	966757	.	-	.	ID=AT1G03830;Note=protein_coding_gene;Name=AT1G03830	AT1G03830	5182
Chr1	TAIR10	gene	967503	970130	.	-	.	ID=AT1G03840;Note=protein_coding_gene;Name=AT1G03840	AT1G03840	1809
Chr1	TAIR10	gene	976097	977761	.	-	.	ID=AT1G03850;Note=protein_coding_gene;Name=AT1G03850	AT1G03850	0
Chr1	TAIR10	gene	979308	981885	.	-	.	ID=AT1G03860;Note=protein_coding_gene;Name=AT1G03860	AT1G03860	2075
Chr1	TAIR10	gene	982506	983540	.	-	.	ID=AT1G03870;Note=protein_coding_gene;Name=AT1G03870	AT1G03870	5273
Chr1	TAIR10	gene	985751	988146	.	+	.	ID=AT1G03880;Note=protein_coding_gene;Name=AT1G03880	AT1G03880	8518
Chr1	TAIR10	gene	989198	991020	.	+	.	ID=AT1G03890;Note=protein_coding_gene;Name=AT1G03890	AT1G03890	11965
Chr1	TAIR10	gene	991139	993118	.	+	.	ID=AT1G03900;Note=protein_coding_gene;Name=AT1G03900	AT1G03900	13906
Chr1	TAIR10	gene	993400	995784	.	+	.	ID=AT1G03905;Note=protein_coding_gene;Name=AT1G03905	AT1G03905	16167
Chr1	TAIR10	gene	996115	1000437	.	+	.	ID=AT1G03910;Note=protein_coding_gene;Name=AT1G03910	AT1G03910	18882
Chr1	TAIR10	gene	1001321	1004383	.	+	.	ID=AT1G03920;Note=protein_coding_gene;Name=AT1G03920	AT1G03920	24088
Chr1	TAIR10	gene	1004769	1008370	.	+	.	ID=AT1G03930;Note=protein_coding_gene;Name=AT1G03930	AT1G03930	27536
Chr1	TAIR10	gene	1008810	1008896	.	+	.	ID=AT1G03935;Note=snoRNA;Name=AT1G03935	AT1G03935	31577
Chr1	TAIR10	gene	1009542	1011056	.	-	.	ID=AT1G03940;Note=protein_coding_gene;Name=AT1G03940	AT1G03940	32309
Chr1	TAIR10	gene	1011172	1013365	.	-	.	ID=AT1G03950;Note=protein_coding_gene;Name=AT1G03950	AT1G03950	33939
Chr1	TAIR10	gene	1013715	1017929	.	+	.	ID=AT1G03960;Note=protein_coding_gene;Name=AT1G03960	AT1G03960	36482
Chr1	TAIR10	gene	1018100	1019247	.	+	.	ID=AT1G03970;Note=protein_coding_gene;Name=AT1G03970	AT1G03970	40867
Chr1	TAIR10	gene	1018570	1022108	.	-	.	ID=AT1G03980;Note=protein_coding_gene;Name=AT1G03980	AT1G03980	41337
Chr1	TAIR10	gene	1022251	1023719	.	-	.	ID=AT1G03982;Note=protein_coding_gene;Name=AT1G03982	AT1G03982	45018
Chr1	TAIR10	gene	1024847	1027616	.	+	.	ID=AT1G03990;Note=protein_coding_gene;Name=AT1G03990	AT1G03990	47614
Chr1	TAIR10	gene	1028106	1029119	.	-	.	ID=AT1G04000;Note=protein_coding_gene;Name=AT1G04000	AT1G04000	50873
Chr1	TAIR10	gene	1031200	1036237	.	-	.	ID=AT1G04010;Note=protein_coding_gene;Name=AT1G04010	AT1G04010	53967
Chr1	TAIR10	gene	1036537	1040224	.	+	.	ID=AT1G04020;Note=protein_coding_gene;Name=AT1G04020	AT1G04020	59304
Chr1	TAIR10	gene	1040383	1042892	.	+	.	ID=AT1G04030;Note=protein_coding_gene;Name=AT1G04030	AT1G04030	63150
Chr1	TAIR10	gene	1042362	1043864	.	-	.	ID=AT1G04040;Note=protein_coding_gene;Name=AT1G04040	AT1G04040	65129
Chr1	TAIR10	gene	1045598	1049297	.	-	.	ID=AT1G04050;Note=protein_coding_gene;Name=AT1G04050	AT1G04050	68365
Chr1	TAIR10	gene	1050553	1051186	.	-	.	ID=AT1G04070;Note=protein_coding_gene;Name=AT1G04070	AT1G04070	73320
Chr1	TAIR10	gene	1051312	1056827	.	+	.	ID=AT1G04080;Note=protein_coding_gene;Name=AT1G04080	AT1G04080	74079
Chr1	TAIR10	gene	1057151	1059419	.	+	.	ID=AT1G04090;Note=protein_coding_gene;Name=AT1G04090	AT1G04090	79918
Chr1	TAIR10	gene	1059506	1061191	.	+	.	ID=AT1G04100;Note=protein_coding_gene;Name=AT1G04100	AT1G04100	82273
Chr1	TAIR10	gene	1061457	1063784	.	-	.	ID=AT1G04110;Note=protein_coding_gene;Name=AT1G04110	AT1G04110	84224
Chr1	TAIR10	gene	1064450	1071047	.	-	.	ID=AT1G04120;Note=protein_coding_gene;Name=AT1G04120	AT1G04120	86716
Chr1	TAIR10	gene	1073427	1075568	.	+	.	ID=AT1G04130;Note=protein_coding_gene;Name=AT1G04130	AT1G04130	82195
Chr1	TAIR10	gene	1075543	1080630	.	-	.	ID=AT1G04140;Note=protein_coding_gene;Name=AT1G04140	AT1G04140	77133
Chr1	TAIR10	gene	1081208	1084246	.	-	.	ID=AT1G04150;Note=protein_coding_gene;Name=AT1G04150	AT1G04150	73517
Chr1	TAIR10	gene	1086495	1096146	.	+	.	ID=AT1G04160;Note=protein_coding_gene;Name=AT1G04160	AT1G04160	61617
Chr1	TAIR10	gene	1096946	1099898	.	+	.	ID=AT1G04170;Note=protein_coding_gene;Name=AT1G04170	AT1G04170	57865
Chr1	TAIR10	gene	1100444	1100608	.	-	.	ID=AT1G04171;Note=protein_coding_gene;Name=AT1G04171	AT1G04171	57155
Chr1	TAIR10	gene	1104623	1105988	.	+	.	ID=AT1G04180;Note=protein_coding_gene;Name=AT1G04180	AT1G04180	51775
Chr1	TAIR10	gene	1106428	1108715	.	-	.	ID=AT1G04190;Note=protein_coding_gene;Name=AT1G04190	AT1G04190	49048
Chr1	TAIR10	gene	1109482	1114107	.	+	.	ID=AT1G04200;Note=protein_coding_gene;Name=AT1G04200	AT1G04200	43656
Chr1	TAIR10	gene	1114405	1119739	.	+	.	ID=AT1G04210;Note=protein_coding_gene;Name=AT1G04210	AT1G04210	38024
Chr1	TAIR10	gene	1119699	1122526	.	-	.	ID=AT1G04220;Note=protein_coding_gene;Name=AT1G04220	AT1G04220	35237
Chr1	TAIR10	gene	1125518	1128168	.	+	.	ID=AT1G04230;Note=protein_coding_gene;Name=AT1G04230	AT1G04230	29595
Chr1	TAIR10	gene	1128188	1129551	.	-	.	ID=AT1G04240;Note=protein_coding_gene;Name=AT1G04240	AT1G04240	28212
Chr1	TAIR10	gene	1136258	1138613	.	+	.	ID=AT1G04250;Note=protein_coding_gene;Name=AT1G04250	AT1G04250	19150
Chr1	TAIR10	gene	1140528	1141365	.	-	.	ID=AT1G04260;Note=protein_coding_gene;Name=AT1G04260	AT1G04260	16398
Chr1	TAIR10	gene	1141604	1143053	.	-	.	ID=AT1G04270;Note=protein_coding_gene;Name=AT1G04270	AT1G04270	14710
Chr1	TAIR10	gene	1143436	1146654	.	-	.	ID=AT1G04280;Note=protein_coding_gene;Name=AT1G04280	AT1G04280	11109
Chr1	TAIR10	gene	1147523	1148533	.	-	.	ID=AT1G04290;Note=protein_coding_gene;Name=AT1G04290	AT1G04290	9230
Chr1	TAIR10	gene	1147781	1148435	.	+	.	ID=AT1G04295;Note=other_RNA;Name=AT1G04295	AT1G04295	9328
Chr1	TAIR10	gene	1148597	1154652	.	-	.	ID=AT1G04300;Note=protein_coding_gene;Name=AT1G04300	AT1G04300	3111
Chr1	TAIR10	gene	1154764	1157711	.	-	.	ID=AT1G04310;Note=protein_coding_gene;Name=AT1G04310	AT1G04310	52
Chr1	TAIR10	gene	1159023	1159093	.	+	.	ID=AT1G04320;Note=tRNA;Name=AT1G04320	AT1G04320	976
Chr1	TAIR10	gene	1161311	1161982	.	-	.	ID=AT1G04330;Note=protein_coding_gene;Name=AT1G04330	AT1G04330	0
Chr1	TAIR10	gene	1163097	1164851	.	-	.	ID=AT1G04340;Note=protein_coding_gene;Name=AT1G04340	AT1G04340	1549
Chr1	TAIR10	gene	1165165	1166768	.	+	.	ID=AT1G04350;Note=protein_coding_gene;Name=AT1G04350	AT1G04350	3617
Chr1	TAIR10	gene	1167457	1168878	.	-	.	ID=AT1G04360;Note=protein_coding_gene;Name=AT1G04360	AT1G04360	5556
Chr1	TAIR10	gene	1175177	1175578	.	+	.	ID=AT1G04370;Note=protein_coding_gene;Name=AT1G04370	AT1G04370	219
Chr1	TAIR10	gene	1176921	1178407	.	-	.	ID=AT1G04380;Note=protein_coding_gene;Name=AT1G04380	AT1G04380	1963
Chr1	TAIR10	gene	1179363	1183704	.	-	.	ID=AT1G04390;Note=protein_coding_gene;Name=AT1G04390	AT1G04390	1266
Chr1	TAIR10	gene	1185550	1188517	.	-	.	ID=AT1G04400;Note=protein_coding_gene;Name=AT1G04400	AT1G04400	122
Chr1	TAIR10	gene	1189078	1191412	.	-	.	ID=AT1G04410;Note=protein_coding_gene;Name=AT1G04410	AT1G04410	2933
Chr1	TAIR10	gene	1191608	1193884	.	+	.	ID=AT1G04420;Note=protein_coding_gene;Name=AT1G04420	AT1G04420	461
Chr1	TAIR10	gene	1194187	1196889	.	+	.	ID=AT1G04425;Note=other_RNA;Name=AT1G04425	AT1G04425	0
Chr1	TAIR10	gene	1198118	1201527	.	+	.	ID=AT1G04430;Note=protein_coding_gene;Name=AT1G04430	AT1G04430	89
Chr1	TAIR10	gene	1202255	1205803	.	+	.	ID=AT1G04440;Note=protein_coding_gene;Name=AT1G04440	AT1G04440	0
Chr1	TAIR10	gene	1207344	1207862	.	+	.	ID=AT1G04445;Note=protein_coding_gene;Name=AT1G04445	AT1G04445	251
Chr1	TAIR10	gene	1208521	1209874	.	+	.	ID=AT1G04450;Note=protein_coding_gene;Name=AT1G04450	AT1G04450	1428
Chr1	TAIR10	gene	1211049	1214662	.	-	.	ID=AT1G04470;Note=protein_coding_gene;Name=AT1G04470	AT1G04470	3956
Chr1	TAIR10	gene	1216095	1217467	.	+	.	ID=AT1G04480;Note=protein_coding_gene;Name=AT1G04480	AT1G04480	9002
Chr1	TAIR10	gene	1217948	1220137	.	-	.	ID=AT1G04490;Note=protein_coding_gene;Name=AT1G04490	AT1G04490	10855
Chr1	TAIR10	gene	1221433	1224366	.	-	.	ID=AT1G04500;Note=protein_coding_gene;Name=AT1G04500	AT1G04500	14340
Chr1	TAIR10	gene	1224552	1224680	.	+	.	ID=AT1G04501;Note=protein_coding_gene;Name=AT1G04501	AT1G04501	17459
Chr1	TAIR10	gene	1226575	1230827	.	+	.	ID=AT1G04510;Note=protein_coding_gene;Name=AT1G04510	AT1G04510	19482
Chr1	TAIR10	gene	1231578	1234032	.	+	.	ID=AT1G04520;Note=protein_coding_gene;Name=AT1G04520	AT1G04520	17598
Chr1	TAIR10	gene	1234176	1236034	.	-	.	ID=AT1G04530;Note=protein_coding_gene;Name=AT1G04530	AT1G04530	15596
Chr1	TAIR10	gene	1237256	1239061	.	+	.	ID=AT1G04540;Note=protein_coding_gene;Name=AT1G04540	AT1G04540	12569
Chr1	TAIR10	gene	1240375	1242121	.	+	.	ID=AT1G04550;Note=protein_coding_gene;Name=AT1G04550	AT1G04550	9509
Chr1	TAIR10	gene	1242558	1244244	.	+	.	ID=AT1G04555;Note=protein_coding_gene;Name=AT1G04555	AT1G04555	7386
Chr1	TAIR10	gene	1244947	1246059	.	+	.	ID=AT1G04560;Note=protein_coding_gene;Name=AT1G04560	AT1G04560	5571
Chr1	TAIR10	gene	1246728	1248775	.	-	.	ID=AT1G04570;Note=protein_coding_gene;Name=AT1G04570	AT1G04570	2855
Chr1	TAIR10	gene	1252122	1257510	.	-	.	ID=AT1G04580;Note=protein_coding_gene;Name=AT1G04580	AT1G04580	350
Chr1	TAIR10	gene	1258577	1261426	.	-	.	ID=AT1G04590;Note=protein_coding_gene;Name=AT1G04590	AT1G04590	6805
Chr1	TAIR10	gene	1262123	1272376	.	+	.	ID=AT1G04600;Note=protein_coding_gene;Name=AT1G04600	AT1G04600	2951
Chr1	TAIR10	gene	1279388	1281618	.	+	.	ID=AT1G04610;Note=protein_coding_gene;Name=AT1G04610	AT1G04610	2422
Chr1	TAIR10	gene	1282741	1286584	.	-	.	ID=AT1G04620;Note=protein_coding_gene;Name=AT1G04620	AT1G04620	0
Chr1	TAIR10	gene	1287831	1289820	.	-	.	ID=AT1G04625;Note=protein_coding_gene;Name=AT1G04625	AT1G04625	762
Chr1	TAIR10	gene	1289734	1291112	.	-	.	ID=AT1G04630;Note=protein_coding_gene;Name=AT1G04630	AT1G04630	2392
Chr1	TAIR10	gene	1291314	1291995	.	+	.	ID=AT1G04635;Note=protein_coding_gene;Name=AT1G04635	AT1G04635	1509
Chr1	TAIR10	gene	1292080	1293357	.	+	.	ID=AT1G04640;Note=protein_coding_gene;Name=AT1G04640	AT1G04640	147
Chr1	TAIR10	gene	1293770	1294263	.	-	.	ID=AT1G04645;Note=protein_coding_gene;Name=AT1G04645	AT1G04645	174
Chr1	TAIR10	gene	1294893	1299002	.	-	.	ID=AT1G04650;Note=protein_coding_gene;Name=AT1G04650	AT1G04650	1297
Chr1	TAIR10	gene	1300486	1301773	.	-	.	ID=AT1G04660;Note=protein_coding_gene;Name=AT1G04660	AT1G04660	6890
Chr1	TAIR10	gene	1301861	1302724	.	+	.	ID=AT1G04670;Note=protein_coding_gene;Name=AT1G04670	AT1G04670	8265
Chr1	TAIR10	gene	1303529	1307884	.	-	.	ID=AT1G04680;Note=protein_coding_gene;Name=AT1G04680	AT1G04680	9933
Chr1	TAIR10	gene	1310430	1310579	.	-	.	ID=AT1G04684;Note=protein_coding_gene;Name=AT1G04684	AT1G04684	16834
